DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
866211.37,13.54,0.17,12.08,3.08,0,0,0,0,0,0,
866191.36,0.13,0.01,0.06,0.15,0,0,0,0,0,0,
866171.34,0,0,0,0.01,0,0,0,0,0,0,
866151.32,10.92,0.16,9.79,2.41,0,0,0,0,0,0,
866131.30,0,0,0,0.12,0,0,0,0,0,0,
866111.28,3.03,0.04,4.75,0.96,0,0,0,0,0,0,
866091.27,0.01,0,0.05,0.15,0,0,0,0,0,0,
866071.25,3.07,0.04,2.02,0.38,0,0,0,0,0,0,
866051.23,0.24,0.01,0.14,0.16,0,0,0,0,0,0,
866031.21,0.01,0,0.07,0.08,0,0,0,0,0,0,
866011.19,3.08,0.03,4.04,0.84,0,0,0,0,0,0,
865991.17,1.02,0.01,1.32,0.13,0,0,0,0,0,0,
865971.15,1.11,0.02,0.93,0.24,0,0,0,0,0,0,
865951.13,5.09,0.07,4.19,1.26,0,0,0,0,0,0,
865931.07,186.24,5.21,197.81,94.4,0,0,0,0,0,0,
865911.04,64.06,1.69,70.92,30.75,0,0,0,0,0,0,
865891.02,0.35,0.01,0.14,0.17,0,0,0,0,0,0,
865871.00,0.01,0,0.04,0.02,0,0,0,0,0,0,
865850.99,0.62,0.01,0.47,0.17,0,0,0,0,0,0,
865830.97,1.6,0.04,0.74,0.37,0,0,0,0,0,0,
865810.95,2.38,0.05,1.85,0.61,0,0,0,0,0,0,
865790.92,6.55,0.1,6.53,1.74,0,0,0,0,0,0,
865770.89,33.08,1.26,29.19,14.15,0,0,0,0,0,0,
865750.84,106.98,4.51,95.33,53.78,0,0,202.49,38.02,197.48,37.63,
865730.82,75.66,4.84,59.37,49.67,0,0,252.97,45.62,244.52,45.16,
865710.79,74.78,4.89,58.26,49.35,0,0,253.57,45.62,245.14,45.16,
865690.76,77.64,5.11,60.6,53.57,0,0,246.94,45.62,238.91,45.16,
865670.74,76.94,4.99,59.47,51.02,0,0,251.12,45.62,245.28,45.16,
865650.71,76.91,5.04,60.44,51.67,0,0,249.15,45.62,242.49,45.16,
865630.68,77.8,5.06,61.52,51.59,0,0,251.23,45.62,244.07,45.16,
865610.65,77.68,5.43,60.36,59.47,0,0,248.02,45.62,240.27,45.16,
865590.63,77.12,5.3,58.72,56.12,0,0,251.28,45.62,244.54,45.16,
865570.61,80.6,5.38,60.7,56.38,0,0,249.47,44.66,240.87,44.22,
865550.58,77.81,5.47,59.9,61.91,0,0,252.12,43.74,243.7,43.28,
865530.56,78.24,4.95,59.3,67.86,0,0,252.96,45.62,242.86,45.16,
865510.53,78.34,4.81,61.79,66.83,0,0,251.65,45.62,242.07,45.16,
865490.51,77.89,4.93,60.09,67.76,0,0,249.97,45.62,243.05,45.16,
865470.48,77.04,4.91,59.61,67.49,0,0,250.66,45.62,242.32,45.16,
865450.46,76.64,4.9,58.99,67.53,0,0,250.87,45.62,241.39,45.16,
865430.43,79.91,4.99,60.21,68.15,0,0,248.66,45.62,240.73,45.16,
865410.41,76.43,5.03,59.71,68.42,0,0,250.02,45.62,240.27,45.16,
865390.39,77.17,5.05,60.17,68.23,0,0,249.75,45.62,243.05,45.16,
865370.36,80.54,5.13,60.2,68.26,0,0,249.89,45.62,245.93,45.16,
865350.33,88.64,5.3,69.78,73.49,0,0,249.89,43.72,240.44,43.28,
865330.28,187.08,8.61,182.77,134.19,0,0,20.61,3.8,20.71,3.76,
865310.22,134.3,3.96,134.06,96.98,0,0,0,0,0,0,
865290.16,143.42,2.76,141.8,48.81,0,0,0,0,0,0,
865270.07,86.81,3.29,100.9,63.05,0,0,0,0,0,0,
865250.01,106.48,3.83,110.37,71.88,0,0,0,0,0,0,
865229.95,132.56,2.73,137.05,43.78,0,0,0,0,0,0,
865209.88,218.53,6.03,203.17,99.39,0,0,0,0,0,0,
865189.78,172.1,8.66,163.57,116.47,0,0,0,0,0,0,
865169.70,133.5,6.07,128.28,88.65,0,0,0,0,0,0,
865149.63,121.35,1.04,118.39,20.94,0,0,0,0,0,0,
865129.57,91.17,0.59,83.44,9.66,0,0,0,0,0,0,
865109.52,69.17,0.49,60.93,5.72,0,0,0,0,0,0,
865089.46,64.57,0.47,57.28,5.05,0,0,0,0,0,0,
865069.38,67.2,0.94,58.59,7.78,0,0,0,0,0,0,
865049.31,76.52,0.87,69.54,8.52,0,0,0,0,0,0,
865029.25,72.58,0.83,61.38,8.31,0,0,0,0,0,0,
865009.18,64.84,0.53,56.83,6.96,0,0,0,0,0,0,
864989.11,63.83,1.01,64.45,15.99,0,0,0,0,0,0,
864969.03,129.81,1.88,125.16,22.1,0,0,0,0,0,0,
864948.97,44.2,0.29,39.84,4.69,0,0,0,0,0,0,
864928.92,65.08,0.66,56.53,12.74,0,0,0,0,0,0,
864908.86,281.62,5.87,264.36,88.54,0,0,0,0,0,0,
864888.83,137.27,2.67,139.07,45.34,0,0,0,0,0,0,
864868.78,48.78,0.5,48.7,8.93,0,0,0,0,0,0,
864848.74,64.45,0.93,61.31,14.02,0,0,0,0,0,0,
864828.69,68.54,0.75,64.49,12.14,0,0,0,0,0,0,
864808.66,45.88,0.58,39.83,8.72,0,0,0,0,0,0,
864788.62,75.62,2.39,70.39,40.3,0,0,0,0,0,0,
864768.59,103.28,4.4,97.4,68.84,0,0,0,0,0,0,
864748.53,97.83,2.1,98.09,35.88,0,0,0,0,0,0,
864728.49,87.04,2.61,86.78,40.47,0,0,0,0,0,0,
864708.44,84.72,2.4,88.16,36.68,0,0,0,0,0,0,
864688.39,161.66,6.46,152.27,98.07,0,0,0,0,0,0,
864668.34,138.94,5.25,134.41,83.42,0,0,0,0,0,0,
864648.27,154.03,2.73,153.8,47.77,0,0,0,0,0,0,
864628.23,209.25,3,208.86,47.83,0,0,0,0,0,0,
864608.19,159.92,4.42,159.54,70.46,0,0,0,0,0,0,
864588.11,110.14,3.17,106.59,50.2,0,0,0,0,0,0,
864568.07,95.61,2.53,92.99,39.83,0,0,0,0,0,0,
864547.95,119.65,3.68,117.75,58.68,0,0,0,0,0,0,
864527.90,88.78,2.33,97.54,42.08,0,0,0,0,0,0,
864507.85,65.8,1.9,71.24,32.52,0,0,0,0,0,0,
864487.78,31.91,1.02,31.17,17.41,0,0,0,0,0,0,
864467.74,113.41,4.08,116.65,68.67,0,0,0,0,0,0,
864447.69,64.18,1.3,61.25,20.2,0,0,0,0,0,0,
864427.64,116.01,3.37,119.62,56.45,0,0,0,0,0,0,
864407.60,56.32,1.79,57.56,28.63,0,0,0,0,0,0,
864387.53,90.27,2.82,98.82,49.98,0,0,0,0,0,0,
864367.48,78.3,2.8,85.34,46.6,0,0,0,0,0,0,
864347.42,126.33,4.65,124.45,73.68,0,0,0,0,0,0,
864327.37,57,1.57,58.66,26.63,0,0,0,0,0,0,
864307.31,158.35,2.71,162.48,44.72,0,0,0,0,0,0,
864287.25,99.1,3.03,96.36,47.46,0,0,0,0,0,0,
864267.20,56.1,1.56,54.03,24.33,0,0,0,0,0,0,
864247.17,10.11,0.42,10.24,6.22,0,0,0,0,0,0,
864227.14,89.73,3.87,88.47,60.72,0,0,0,0,0,0,
864207.08,116.59,3.65,120.77,61.24,0,0,0,0,0,0,
864187.02,58.34,1.75,61.61,29.81,0,0,0,0,0,0,
864166.96,132.61,7.75,125.86,120.38,0,0,0,0,0,0,
864146.93,120.97,4.25,121.34,67.6,0,0,0,0,0,0,
864126.85,95.81,2.67,102.88,42.59,0,0,0,0,0,0,
864106.80,125.44,3.07,129.13,48.76,0,0,0,0,0,0,
864086.71,130.85,4.41,132.5,69.81,0,0,0,0,0,0,

