DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
724363.83,79.32,1.83,71.27,31.79,0,0,0,0,0,0,
724343.80,96.1,7.19,92.69,116.68,0,0,297.68,221.85,299.13,221.85,
724323.72,74.56,6.9,74.76,113.38,0,0,318.13,238.34,313.85,238.34,
724303.67,85.91,7.45,85.45,121.63,0,0,314.23,232.24,320.19,232.24,
724283.63,86.07,7.61,82.5,122.99,0,0,305.44,228.3,300.71,228.3,
724263.59,108.86,7.7,105.03,125.24,0,0,295.85,220.77,297.46,220.77,
724243.52,399.33,11.1,391.28,186.94,0,0,161.04,120.42,162.58,120.42,
724223.45,309.36,11.37,311.69,192.27,0,0,219.55,162,217.2,162,
724203.36,76.54,6.17,76.35,101.54,0,0,312.02,237.98,314.68,237.98,
724183.33,80.61,5.96,79.04,97.55,0,0,317.94,237.62,319.35,237.62,
724163.29,82.87,6.32,81.83,103.74,0,0,321.53,231.83,322.44,231.83,
724143.26,80.27,6.26,80.66,103.35,0,0,300.76,232.6,305.39,232.6,
724123.21,82.62,5.91,81.81,96.91,0,0,322.45,240.84,316.29,240.84,
724103.17,82.57,6.18,83.91,102.66,0,0,321.69,231.17,318.55,231.17,
724083.14,83.63,6.21,83.83,101.08,0,0,303.49,230.27,305.47,230.27,
724062.96,85.84,6.3,82.66,102.88,0,0,304.32,235.47,303.8,235.47,
724042.94,82.97,6.46,81.52,105.39,0,0,322.74,231.17,320.2,231.17,
724022.91,83.16,6.5,81.64,106.23,0,0,303.82,230.78,302.32,230.78,
724002.88,78.65,6.01,75.96,97.76,0,0,319.18,240.84,319.73,240.84,
723982.84,83.5,6.51,80.1,106.2,0,0,318.12,232.24,319.46,232.24,
723962.80,84.41,6.51,81.56,106.19,0,0,307.1,229.56,303.92,229.56,
723942.69,80.32,5.99,79.48,100.17,0,0,312.98,237.26,311.69,237.26,
723922.64,92.29,6.64,90.77,112.2,0,0,315.06,229.02,319.36,229.02,
723902.61,78.98,6.35,77.29,106.72,0,0,302.49,232.6,303.66,232.6,
723882.58,82.17,6.16,81.4,103.95,0,0,317.18,237.62,320.11,237.62,
723862.55,84.9,6.57,81.72,108.67,0,0,323.37,231.17,321,231.17,
723842.52,84.34,6.47,82.98,107.86,0,0,305.89,233.68,300.25,233.68,
723822.49,96.31,6.36,92.35,106.83,0,0,317.03,235.47,318.83,235.47,
723802.43,93.73,6.62,91.77,111.86,0,0,304,227,306.92,227,
723782.23,77.84,6.15,75.72,103.82,0,0,303.72,235.83,302.42,235.83,
723762.20,81.67,5.96,78.91,100.63,0,0,318.48,238.69,320.26,238.69,
723742.17,83.58,6.27,82.55,107.76,0,0,320.64,231.17,322.29,231.17,
723722.14,79.67,6.15,78.2,105.18,0,0,305.19,232.6,300.96,232.6,
723702.12,79.24,5.97,76.66,98.68,0,0,317.68,240.84,321.4,240.84,
723682.08,82.51,6.44,80.15,105.88,0,0,318.69,231.45,319.21,231.45,
723662.05,83.49,6.45,80.92,105.96,0,0,304.18,229.61,301.97,229.61,
723641.96,80,6.1,76.72,99.54,0,0,315.43,238.69,319.73,238.69,
723621.93,83.8,6.28,80.13,103.01,0,0,317.81,234.39,318.04,234.39,
723601.86,85.52,6.43,83.65,106.84,0,0,310.1,229.12,311.42,229.12,
723581.74,78.09,6.18,75.72,101.96,0,0,301.33,234.75,304.82,234.75,
723561.71,81.57,5.99,79.07,98.83,0,0,319.13,238.75,319.6,238.75,
723541.67,85.75,6.42,84.24,105.55,0,0,322.37,229.02,320.56,229.02,
723521.64,80.9,6.3,78.21,101.8,0,0,306.66,232.6,299.49,232.6,
723501.61,87.95,6.18,82.77,99.42,0,0,321.96,239.77,316.78,239.77,
723481.56,163.01,11.04,154.22,179.76,0,0,220.04,160.56,219.98,160.56,
723461.50,157.63,4.88,152.81,83.89,0,0,0,0,0,0,
723441.44,128.31,3.1,120.28,63.07,0,0,0,0,0,0,
723421.39,125.35,3.05,125.5,47.75,0,0,0,0,0,0,
723401.34,102.99,3.69,100.35,60.76,0,0,0,0,0,0,
723381.28,132.92,2.73,130.87,42.44,0,0,0,0,0,0,
723361.23,196.46,6.01,206.8,94.96,0,0,0,0,0,0,
723341.17,168.39,7.83,176.06,129.96,0,0,0,0,0,0,
723321.12,131.12,5.79,134.48,92.73,0,0,0,0,0,0,
723301.08,124.04,1.11,129.35,22.44,0,0,0,0,0,0,
723281.03,76.76,0.4,74.16,9.81,0,0,0,0,0,0,
723260.97,60.99,0.29,63.54,8.47,0,0,0,0,0,0,
723240.92,67.32,0.5,65.88,6.16,0,0,0,0,0,0,
723220.85,176.94,3.33,166.13,46.11,0,0,0,0,0,0,
723200.79,315.62,6.56,318.65,113.31,0,0,0,0,0,0,
723180.74,65.27,0.77,64.76,12.57,0,0,0,0,0,0,
723160.68,74.63,0.5,69.67,8.97,0,0,0,0,0,0,
723140.65,54.66,0.66,51.78,8.84,0,0,0,0,0,0,
723120.58,89.91,1.83,94.31,30.27,0,0,0,0,0,0,
723100.52,87.9,0.57,84.13,8.36,0,0,0,0,0,0,
723080.48,50.69,0.34,45.54,5.09,0,0,0,0,0,0,
723060.44,42.49,0.33,34.41,4.35,0,0,0,0,0,0,
723040.42,19.56,0.18,17.89,2.41,0,0,0,0,0,0,
723020.38,51.27,0.53,49.27,7.88,0,0,0,0,0,0,
723000.34,74.46,1.06,72.96,18.4,0,0,0,0,0,0,
722980.30,55.23,0.53,51.35,8.35,0,0,0,0,0,0,
722960.27,46.15,0.61,40.61,9.93,0,0,0,0,0,0,
722940.24,80.74,2.92,74.46,46.91,0,0,0,0,0,0,
722920.19,106.98,4.17,109.29,67.79,0,0,0,0,0,0,
722900.13,98.58,2.07,91.59,34.67,0,0,0,0,0,0,
722880.09,84.97,2.66,94.16,46.67,0,0,0,0,0,0,
722860.04,89.63,2.35,90.11,37.16,0,0,0,0,0,0,
722839.98,177.5,8.23,179.3,134.73,0,0,0,0,0,0,
722819.93,116.47,3,120.2,47.62,0,0,0,0,0,0,
722799.87,163.94,2.89,161.14,48.9,0,0,0,0,0,0,
