DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
1000938.84,13.39,0.2,12.34,3.2,0,0,0,0,0,0,
1000918.83,8.78,0.13,10.46,2.59,0,0,0,0,0,0,
1000898.81,0,0,0,0.01,0,0,0,0,0,0,
1000878.79,0.21,0.01,0.05,0.04,0,0,0,0,0,0,
1000858.77,0.01,0,0.01,0.03,0,0,0,0,0,0,
1000838.75,3.21,0.04,2.02,0.35,0,0,0,0,0,0,
1000818.73,0.98,0.02,0.36,0.1,0,0,0,0,0,0,
1000798.71,0,0,0,0,0,0,0,0,0,0,
1000778.70,1.02,0.02,0.41,0.15,0,0,0,0,0,0,
1000758.68,0.04,0,0.06,0.06,0,0,0,0,0,0,
1000738.66,0.04,0.01,0.06,0.05,0,0,0,0,0,0,
1000718.64,0.56,0.01,0.2,0.01,0,0,0,0,0,0,
1000698.63,0.34,0.01,0.4,0.12,0,0,0,0,0,0,
1000678.61,4.15,0.05,4.69,0.9,0,0,0,0,0,0,
1000658.59,0.31,0,0.44,0.08,0,0,0,0,0,0,
1000638.57,2.44,0.03,1.97,0.59,0,0,0,0,0,0,
1000618.53,89.08,2.41,87.27,39.31,0,0,0,0,0,0,
1000598.45,174.74,5.36,172.2,77.25,0,0,0,0,0,0,
1000578.43,0.15,0.01,0.22,0.06,0,0,0,0,0,0,
1000558.42,0.74,0.01,0.24,0.13,0,0,0,0,0,0,
1000538.40,2.21,0.05,1.73,0.7,0,0,0,0,0,0,
1000518.35,101.26,2.46,94.32,44.24,0,0,101.04,10.89,100.04,10.66,
1000498.33,60.1,1.93,50.39,26.42,0,0,308.48,29.96,305.12,29.32,
1000478.31,60.63,1.96,49.63,26.3,0,0,307.97,29.96,308.87,29.32,
1000458.28,63.03,2.27,51.41,28.69,0,0,307.44,29.96,306.94,29.32,
1000438.26,61.16,2.08,51.63,26.41,0,0,307.11,29.96,305.73,29.32,
1000418.24,61.01,2.39,51.72,34.27,0,0,305.73,29.96,304.85,29.32,
1000398.22,64.74,2.62,54.6,37.76,0,0,306.1,29.96,304.48,29.32,
1000378.20,60.33,2.6,50.38,38.05,0,0,305.72,29.96,304.85,29.32,
1000358.18,59.51,2.19,49.46,29.98,0,0,307.36,29.96,303.22,29.32,
1000338.16,64.11,2.32,53.31,31.75,0,0,305.16,29.96,305.42,29.32,
1000318.14,59.02,1.96,49.68,26.5,0,0,310.84,31.32,306.54,30.65,
1000298.12,61.99,1.68,52.28,21.8,0,0,306.36,29.96,304.22,29.32,
1000278.10,60.31,1.61,52.49,21.13,0,0,308.24,29.96,306.2,29.32,
1000258.08,60.67,1.91,50.75,26.18,0,0,307.92,29.96,309.73,29.32,
1000238.06,60.41,2,50.89,27.82,0,0,308.57,29.96,308.86,29.32,
1000218.03,61.32,2.12,51.23,28.83,0,0,305.93,29.96,304.65,29.32,
1000198.01,61.79,2.39,53.22,34.69,0,0,306.65,29.96,303.93,29.32,
1000177.99,62.25,2.51,54.17,35.96,0,0,305.41,29.96,305.17,29.32,
1000157.97,61.26,2.47,52.18,35.64,0,0,305.29,29.96,305.29,29.32,
1000137.95,61.05,2.3,54.11,35.31,0,0,305.53,29.96,305.04,29.32,
1000117.93,63.35,2.33,58.16,36.13,0,0,303.85,29.96,306.73,29.32,
1000097.90,62.57,2.31,56.1,35.86,0,0,304.1,29.96,306.48,29.32,
1000077.87,70.14,2.39,62.09,37.14,0,0,305.16,29.96,305.42,29.32,
1000057.82,196.63,8.69,190.63,133.28,0,0,97.7,9.53,96.57,9.33,
1000037.78,114.71,3.9,112.24,81.78,0,0,0,0,0,0,
1000017.69,137.27,2.83,131.86,72.47,0,0,0,0,0,0,
999997.64,149.39,5.5,157.11,87.07,0,0,0,0,0,0,
999977.61,69.38,3.44,65.42,55.47,0,0,0,0,0,0,
999957.57,128.36,3.75,126.75,57.71,0,0,0,0,0,0,
999937.52,148.17,4.07,153.17,70.16,0,0,0,0,0,0,
999917.46,210.32,6.04,208.53,99.43,0,0,0,0,0,0,
999897.41,149.63,8.83,146.45,141.52,0,0,0,0,0,0,
999877.37,148.27,2.31,149.2,33.12,0,0,0,0,0,0,
999857.33,75.07,0.56,62.96,6.73,0,0,0,0,0,0,
999837.29,74.91,0.56,68.29,6.66,0,0,0,0,0,0,
999817.24,69.46,0.45,61.52,5.23,0,0,0,0,0,0,
999797.20,70.56,0.58,64.46,9.43,0,0,0,0,0,0,
999777.17,71.63,0.76,71.24,11.75,0,0,0,0,0,0,
999757.12,81.06,0.86,75.58,14.34,0,0,0,0,0,0,
999737.07,63.04,0.49,55.01,6.21,0,0,0,0,0,0,
999717.01,60.96,0.79,58.43,12.63,0,0,0,0,0,0,
999696.94,125.4,1.89,122.34,30.96,0,0,0,0,0,0,
999676.91,46.13,0.22,45.8,4.12,0,0,0,0,0,0,
999656.87,52.47,0.33,46.07,5.95,0,0,0,0,0,0,
999636.82,43.24,0.32,37.54,5.13,0,0,0,0,0,0,
999616.79,25.34,0.18,22.22,2.84,0,0,0,0,0,0,
999596.73,156.4,2.48,155.71,41.56,0,0,0,0,0,0,
999576.64,324.8,6.72,314.28,107.63,0,0,0,0,0,0,
999556.61,105.89,1.8,100.68,27.6,0,0,0,0,0,0,
999536.57,45.31,0.54,37.54,7.43,0,0,0,0,0,0,
999516.53,67.7,1.85,62.26,30.55,0,0,0,0,0,0,
999496.47,92.88,4.08,84.73,65.29,0,0,0,0,0,0,
999476.43,114.5,2.63,115.93,44.6,0,0,0,0,0,0,
