DPU Throughput
timestamp,FPS

DDR Bandwidth
timestamp,DDRC_PORT_S1_Read,DDRC_PORT_S1_Write,DDRC_PORT_S2_Read,DDRC_PORT_S2_Write,DDRC_PORT_S3_Read,DDRC_PORT_S3_Write,DDRC_PORT_S4_Read,DDRC_PORT_S4_Write,DDRC_PORT_S5_Read,DDRC_PORT_S5_Write,
890313.73,24.37,0.34,23.04,8.09,0,0,0,0,0,0,
890293.71,0.03,0,0.01,0.12,0,0,0,0,0,0,
890273.70,0,0,0,0.01,0,0,0,0,0,0,
890253.68,0,0,0.01,0.08,0,0,0,0,0,0,
890233.66,0,0,0,0.02,0,0,0,0,0,0,
890213.64,2.5,0.04,2.31,0.57,0,0,0,0,0,0,
890193.62,0,0,0.03,0.03,0,0,0,0,0,0,
890173.61,0,0,0.01,0.03,0,0,0,0,0,0,
890153.59,0.03,0,0.01,0.09,0,0,0,0,0,0,
890133.57,0.22,0,0.16,0.03,0,0,0,0,0,0,
890113.55,0.01,0,0,0.03,0,0,0,0,0,0,
890093.53,0,0,0.01,0.03,0,0,0,0,0,0,
890073.52,3.64,0.05,3.18,0.86,0,0,0,0,0,0,
890053.50,0.05,0,0.03,0.1,0,0,0,0,0,0,
890033.48,0,0,0,0,0,0,0,0,0,0,
890013.46,0,0,0.01,0.01,0,0,0,0,0,0,
889993.44,0,0,0.04,0.08,0,0,0,0,0,0,
889973.43,0.01,0,0.01,0.1,0,0,0,0,0,0,
889953.41,0.04,0.01,0.09,0.06,0,0,0,0,0,0,
889933.39,2.48,0.05,3.25,1.15,0,0,0,0,0,0,
889913.37,5.71,0.08,7.11,2,0,0,0,0,0,0,
889893.36,0,0,0,0,0,0,0,0,0,0,
889873.34,1.17,0.02,1.08,0.57,0,0,0,0,0,0,
889853.32,1.22,0.03,1.1,0.45,0,0,0,0,0,0,
889833.30,0.01,0,0.03,0.08,0,0,0,0,0,0,
889813.28,5.95,0.07,5.16,1.4,0,0,0,0,0,0,
889793.27,0,0,0,0,0,0,0,0,0,0,
889773.25,0.02,0,0.21,0.18,0,0,0,0,0,0,
889753.23,2.41,0.03,2.85,0.76,0,0,0,0,0,0,
889733.21,0.11,0,0.2,0.04,0,0,0,0,0,0,
889713.19,0.03,0,0.05,0.06,0,0,0,0,0,0,
889693.18,0,0,0,0,0,0,0,0,0,0,
889673.16,0.49,0.01,1.08,0.18,0,0,0,0,0,0,
889653.14,0.45,0.01,0.44,0.12,0,0,0,0,0,0,
889633.12,0.64,0.01,0.93,0.25,0,0,0,0,0,0,
889613.10,1.81,0.04,2.03,0.65,0,0,0,0,0,0,
889593.05,153.57,4.07,157.44,66.46,0,0,0,0,0,0,
889572.97,113.36,3.15,109.56,51.47,0,0,0,0,0,0,
889552.95,0.02,0,0.03,0.03,0,0,0,0,0,0,
889532.94,0.1,0,0.25,0.12,0,0,0,0,0,0,
889512.92,0,0,0.01,0.01,0,0,0,0,0,0,
889492.90,0,0,0,0,0,0,0,0,0,0,
889472.88,0.3,0.01,0.47,0.15,0,0,0,0,0,0,
889452.87,0.16,0,0.33,0.1,0,0,0,0,0,0,
889432.85,6.57,0.11,6.81,2.02,0,0,0,0,0,0,
889412.83,0.94,0.02,1.08,0.31,0,0,0,0,0,0,
889392.81,2,0.04,2.32,0.79,0,0,0,0,0,0,
889372.78,118.49,4.6,116.64,75.8,0,0,218.5,175.62,219.63,175.62,
889352.75,90.96,7.09,95.03,110.91,0,0,495.98,386.36,486.18,386.36,
889332.73,95.13,7,95.94,106.85,0,0,508.58,389.22,504.72,389.22,
889312.59,90.65,6.87,93.19,104.48,0,0,500.16,404.19,494.95,404.19,
889292.57,88.86,6.69,91.18,103.41,0,0,500.34,398.18,490.04,398.18,
889272.54,93.71,7.19,96.18,110.3,0,0,492.45,386.53,485.58,386.53,
889252.48,89.71,6.79,92.4,103.7,0,0,522.52,395.85,519.89,395.85,
889232.45,90.67,6.67,91.55,103.21,0,0,499.44,406.02,485.85,406.02,
889212.40,95.82,7.24,97.74,111.6,0,0,498.24,387.43,488.06,387.43,
889192.38,93.65,6.81,97.48,106.31,0,0,501.15,387.52,488.53,387.52,
